date_and_time,lat,lon,speed
04-12-14 10:52:41.555,59.344247,18.055683,5
04-12-14 10:52:42.555,59.344238,18.055662,5
04-12-14 10:52:43.555,59.344228,18.055645,5
04-12-14 10:52:44.555,59.344217,18.055635,4
04-12-14 10:52:45.555,59.344208,18.055638,2
04-12-14 10:52:46.555,59.3442,18.055647,0
04-12-14 10:52:47.555,59.344193,18.055653,0
04-12-14 10:52:48.554,59.344188,18.05566,0
04-12-14 10:52:49.554,59.344182,18.05567,0
04-12-14 10:52:50.554,59.344177,18.05568,0
04-12-14 10:52:51.554,59.344172,18.05569,0
04-12-14 10:52:52.554,59.344168,18.0557,0
04-12-14 10:52:53.554,59.344167,18.05571,0
04-12-14 10:52:54.554,59.344163,18.055722,0
04-12-14 10:52:55.554,59.34416,18.05573,0
04-12-14 10:52:56.554,59.344157,18.055737,0
04-12-14 10:52:57.554,59.34415,18.055737,0
04-12-14 10:52:58.554,59.344143,18.055733,0
04-12-14 10:52:59.554,59.344135,18.055728,0
04-12-14 10:53:00.554,59.344127,18.055723,0
04-12-14 10:53:01.553,59.34412,18.055723,0
04-12-14 10:53:02.553,59.344115,18.055727,0
04-12-14 10:53:03.553,59.344115,18.055733,0
04-12-14 10:53:04.553,59.344115,18.05574,0
04-12-14 10:53:05.553,59.34412,18.055747,0
04-12-14 10:53:06.553,59.344125,18.055755,0
04-12-14 10:53:07.553,59.34413,18.055767,0
04-12-14 10:53:08.553,59.344135,18.055773,0
04-12-14 10:53:09.553,59.344138,18.055782,0
04-12-14 10:53:10.553,59.344143,18.055787,0
04-12-14 10:53:11.553,59.344147,18.055788,0
04-12-14 10:53:12.553,59.344147,18.055788,0
04-12-14 10:53:13.553,59.344145,18.055792,0
04-12-14 10:53:14.553,59.344143,18.055792,0
04-12-14 10:53:15.552,59.344135,18.055783,0
04-12-14 10:53:16.552,59.344128,18.055777,1
04-12-14 10:53:17.552,59.344118,18.055775,3
04-12-14 10:53:18.552,59.344107,18.055775,5
04-12-14 10:53:19.552,59.344093,18.055783,5
