date_and_time,lat,lon,speed
04-12-14 10:53:20.552,59.344083,18.055797,5
04-12-14 10:53:21.552,59.344072,18.055808,5
04-12-14 10:53:22.552,59.344063,18.055817,5
04-12-14 10:53:23.552,59.344057,18.055828,5
04-12-14 10:53:24.552,59.34405,18.055843,5
04-12-14 10:53:25.552,59.344045,18.055858,5
04-12-14 10:53:26.552,59.344038,18.05587,5
04-12-14 10:53:27.552,59.344032,18.055875,5
04-12-14 10:53:28.551,59.344023,18.055875,5
04-12-14 10:53:29.551,59.344015,18.055872,4
04-12-14 10:53:30.551,59.34401,18.055862,4
04-12-14 10:53:31.551,59.344005,18.05584,5
04-12-14 10:53:32.551,59.344,18.055815,6
04-12-14 10:53:33.551,59.343992,18.05579,6
04-12-14 10:53:34.551,59.34398,18.055767,6
04-12-14 10:53:35.551,59.343967,18.055753,6
04-12-14 10:53:36.551,59.343952,18.055748,6
04-12-14 10:53:37.551,59.343938,18.055752,5
04-12-14 10:53:38.551,59.343925,18.055762,6
04-12-14 10:53:39.551,59.34391,18.055777,6
04-12-14 10:53:40.551,59.343895,18.055793,6
04-12-14 10:53:41.550,59.34388,18.055808,6
04-12-14 10:53:42.550,59.343865,18.055825,5
04-12-14 10:53:43.550,59.343852,18.055842,6
04-12-14 10:53:44.550,59.343837,18.055855,6
04-12-14 10:53:45.550,59.34382,18.055865,6
04-12-14 10:53:46.550,59.343802,18.055873,6
04-12-14 10:53:47.550,59.343785,18.055883,6
04-12-14 10:53:48.550,59.343768,18.05589,5
04-12-14 10:53:49.550,59.343753,18.055897,6
04-12-14 10:53:50.550,59.343735,18.055905,7
04-12-14 10:53:51.550,59.343717,18.055918,6
04-12-14 10:53:52.550,59.343702,18.055933,6
04-12-14 10:53:53.550,59.343688,18.055948,6
04-12-14 10:53:54.550,59.343673,18.055967,6
04-12-14 10:53:55.549,59.34366,18.055987,6
04-12-14 10:53:56.549,59.343648,18.056007,5
04-12-14 10:53:57.549,59.343637,18.056028,5
04-12-14 10:53:58.549,59.343627,18.056047,5
04-12-14 10:53:59.549,59.343613,18.056065,6
04-12-14 10:54:00.549,59.343598,18.056085,5
04-12-14 10:54:01.549,59.343587,18.056107,6
04-12-14 10:54:02.549,59.343573,18.056135,6
04-12-14 10:54:03.549,59.343562,18.05616,5
04-12-14 10:54:04.549,59.34355,18.05618,5
04-12-14 10:54:05.549,59.343538,18.056198,5
04-12-14 10:54:06.549,59.343525,18.056213,6
04-12-14 10:54:07.549,59.34351,18.056223,6
04-12-14 10:54:08.548,59.343497,18.056232,6
04-12-14 10:54:09.548,59.343483,18.056243,6
04-12-14 10:54:10.548,59.343472,18.05626,6
04-12-14 10:54:11.548,59.343458,18.056278,6
04-12-14 10:54:12.548,59.343445,18.056292,6
04-12-14 10:54:13.548,59.343432,18.056302,5
04-12-14 10:54:14.548,59.343417,18.056312,5
04-12-14 10:54:15.548,59.343403,18.05632,5
04-12-14 10:54:16.548,59.343388,18.05633,6
04-12-14 10:54:17.548,59.343375,18.05634,5
04-12-14 10:54:18.548,59.343362,18.056352,6
04-12-14 10:54:19.548,59.343348,18.056362,6
04-12-14 10:54:20.548,59.343333,18.05637,6
04-12-14 10:54:21.547,59.343318,18.056375,6
04-12-14 10:54:22.547,59.343305,18.056383,6
04-12-14 10:54:23.547,59.34329,18.056393,6
04-12-14 10:54:24.547,59.343277,18.056405,6
04-12-14 10:54:25.547,59.343263,18.056417,6
04-12-14 10:54:26.547,59.343248,18.056428,6
04-12-14 10:54:27.547,59.343235,18.056442,6
04-12-14 10:54:28.547,59.343222,18.056457,6
04-12-14 10:54:29.547,59.343208,18.056472,6
04-12-14 10:54:30.547,59.343193,18.056483,6
04-12-14 10:54:31.547,59.34318,18.056497,6
04-12-14 10:54:32.547,59.343167,18.056512,6
04-12-14 10:54:33.547,59.343155,18.056527,6
04-12-14 10:54:34.547,59.343142,18.05654,6
04-12-14 10:54:35.546,59.343128,18.056552,6
04-12-14 10:54:36.546,59.343115,18.056565,6
04-12-14 10:54:37.546,59.343102,18.056577,5
04-12-14 10:54:38.546,59.34309,18.056593,5
04-12-14 10:54:39.546,59.343078,18.05661,5
04-12-14 10:54:40.546,59.343067,18.056628,6
04-12-14 10:54:41.546,59.343052,18.056647,6
04-12-14 10:54:42.546,59.343038,18.056663,5
04-12-14 10:54:43.546,59.343025,18.056677,5
04-12-14 10:54:44.546,59.343012,18.056692,6
04-12-14 10:54:45.546,59.342998,18.05671,6
04-12-14 10:54:46.546,59.342983,18.056723,5
04-12-14 10:54:47.546,59.34297,18.056735,5
04-12-14 10:54:48.545,59.342952,18.056733,5
04-12-14 10:54:49.545,59.342937,18.056733,5
04-12-14 10:54:50.545,59.342923,18.056738,5
04-12-14 10:54:51.545,59.342908,18.056748,6
04-12-14 10:54:52.545,59.342893,18.056758,6
04-12-14 10:54:53.545,59.34288,18.05677,6
04-12-14 10:54:54.545,59.342867,18.056783,5
04-12-14 10:54:55.545,59.342855,18.056797,5
04-12-14 10:54:56.545,59.342842,18.056808,5
04-12-14 10:54:57.545,59.342828,18.05682,5
04-12-14 10:54:58.545,59.342815,18.056832,6
04-12-14 10:54:59.545,59.342802,18.056842,6
04-12-14 10:55:00.545,59.342788,18.056848,6
04-12-14 10:55:01.544,59.342775,18.056858,6
04-12-14 10:55:02.544,59.342763,18.05687,5
04-12-14 10:55:03.544,59.34275,18.056882,5
04-12-14 10:55:04.544,59.342738,18.056892,5
04-12-14 10:55:05.544,59.342725,18.056903,6
04-12-14 10:55:06.544,59.34271,18.056913,6
04-12-14 10:55:07.544,59.342697,18.056923,6
04-12-14 10:55:08.544,59.342683,18.056937,5
04-12-14 10:55:09.544,59.34267,18.056948,6
04-12-14 10:55:10.544,59.342657,18.056957,6
04-12-14 10:55:11.544,59.342642,18.056967,6
04-12-14 10:55:12.544,59.342628,18.056977,5
04-12-14 10:55:13.544,59.342617,18.056985,5
04-12-14 10:55:14.544,59.342605,18.056992,5
04-12-14 10:55:15.543,59.342595,18.057,4
04-12-14 10:55:16.543,59.342587,18.057005,4
04-12-14 10:55:17.543,59.34258,18.057008,2
04-12-14 10:55:18.543,59.342577,18.05701,1
04-12-14 10:55:19.543,59.342573,18.057012,3
04-12-14 10:55:20.543,59.342565,18.057015,4
04-12-14 10:55:21.543,59.342557,18.05702,4
04-12-14 10:55:22.543,59.342548,18.057032,5
04-12-14 10:55:23.543,59.342537,18.057043,4
04-12-14 10:55:24.543,59.342527,18.057057,4
04-12-14 10:55:25.543,59.342517,18.057072,4
04-12-14 10:55:26.543,59.342507,18.057085,4
04-12-14 10:55:27.543,59.342497,18.057098,4
04-12-14 10:55:28.542,59.342487,18.05711,5
04-12-14 10:55:29.542,59.342475,18.057123,5
04-12-14 10:55:30.542,59.342465,18.057137,4
04-12-14 10:55:31.542,59.342458,18.057155,4
04-12-14 10:55:32.542,59.342453,18.057177,4
04-12-14 10:55:33.542,59.342453,18.057195,3
04-12-14 10:55:34.542,59.342457,18.05721,4
04-12-14 10:55:35.542,59.34246,18.057225,4
04-12-14 10:55:36.542,59.342463,18.057242,4
04-12-14 10:55:37.542,59.342468,18.057255,4
04-12-14 10:55:38.542,59.342477,18.057268,4
04-12-14 10:55:39.542,59.342487,18.057283,5
04-12-14 10:55:40.542,59.342498,18.0573,6
